"","year","month","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","precipprob","precipcover","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","moonphase","sunrise_time","sunset_time"
"1",1990,1,19.0967741935484,6.66129032258065,12.2838709677419,19.0387096774194,5.27096774193548,11.7483870967742,-0.809677419354839,45.5645161290323,0.659290322580645,19.3548387096774,2.95677419354839,NA,NA,NA,16.8741935483871,152.361290322581,1017.47741935484,33.0483870967742,52.0935483870968,NA,NA,NA,NA,0.482258064516129,7.51706093189964,63877.0322580645
"2",1990,2,19.6178571428571,7.51428571428571,13.1785714285714,19.4,6.03928571428571,12.5964285714286,-0.317857142857143,44.1035714285714,0.61175,10.7142857142857,1.78571428571429,NA,NA,NA,18.2107142857143,138.089285714286,1017.21428571429,42.85,53.825,NA,NA,NA,NA,0.528928571428571,7.20494047619048,65540.75
"3",1990,3,25.4,13.1935483870968,19.1193548387097,24.6322580645161,12.841935483871,18.7935483870968,0.564516129032258,32.9161290322581,0.253709677419355,22.5806451612903,2.41935483870968,NA,NA,NA,18.6967741935484,161.870967741935,1013.11935483871,54.4129032258065,57.4451612903226,NA,NA,NA,NA,0.475806451612903,6.62125448028674,67007.9032258065
"4",1990,4,30.8133333333333,17.96,24.4466666666667,29.2066666666667,17.96,23.87,4.81666666666667,31.5533333333333,0.143166666666667,3.33333333333333,0.972333333333333,NA,NA,NA,20.9466666666667,186.1,1009.91666666667,43.21,60.8866666666667,NA,NA,NA,NA,0.468333333333333,5.96376851851852,68370.3333333333
"5",1990,5,33.7322580645161,20.4225806451613,27.5903225806452,31.4677419354839,20.4225806451613,26.5064516129032,1.90967741935484,21.1064516129032,0.130290322580645,9.67741935483871,0.537741935483871,NA,NA,NA,21.2290322580645,206.345161290323,1008.13870967742,30.7838709677419,58.0290322580645,NA,NA,NA,NA,0.479032258064516,5.47122759856631,69726.9032258065
"6",1990,6,41.6766666666667,26.83,34.59,40.27,26.3366666666667,33.1766666666667,5.81,18.8866666666667,0.0553666666666667,6.66666666666667,0.416666666666667,NA,NA,NA,23.1,228.743333333333,1007.11,21.76,61.25,NA,NA,NA,NA,0.472666666666667,5.31630555555556,70734.7333333333
"7",1990,7,39.9741935483871,28.5387096774194,34.4,41.2354838709677,29.5806451612903,35.3645161290323,17.1193548387097,38.7838709677419,0.821064516129032,29.0322580645161,2.41935483870968,NA,NA,NA,23.358064516129,188.687096774194,1008.94193548387,43.6322580645161,60.1,NA,NA,NA,NA,0.452258064516129,5.50601254480287,70638.8064516129
"8",1990,8,38.4129032258065,26.5709677419355,32.541935483871,38.3387096774194,26.7225806451613,32.4903225806452,14.7387096774194,37.9322580645161,2.23016129032258,29.0322580645161,4.03258064516129,NA,NA,NA,19.0903225806452,141.606451612903,1010.68387096774,33.6967741935484,60.8451612903226,NA,NA,NA,NA,0.47,5.8530017921147,69162.064516129
"9",1990,9,36.5966666666667,24.7433333333333,30.6233333333333,37.0133333333333,24.86,31.0066666666667,15.8266666666667,44.1,1.09726666666667,23.3333333333333,3.611,NA,NA,NA,17.4433333333333,168.736666666667,1010.02333333333,34.71,59.72,NA,NA,NA,NA,0.461666666666667,6.19859259259259,66849.2666666667
"10",1990,10,32.6935483870968,18.7967741935484,25.5193548387097,30.8290322580645,18.7967741935484,24.8967741935484,4.31935483870968,28.7032258064516,0.0974516129032258,6.45161290322581,0.537741935483871,NA,NA,NA,14.758064516129,135.661290322581,1012.76451612903,14.458064516129,63.6290322580645,NA,NA,NA,NA,0.475483870967742,6.56353046594982,64449.9677419355
"11",1990,11,25.2066666666667,12.1466666666667,18.3533333333333,24.5466666666667,12.0033333333333,18.2,2.55666666666667,38.1233333333333,0.143,10,1.528,NA,NA,NA,15.3266666666667,141.71,1015.31333333333,22.2466666666667,60.2033333333333,NA,NA,NA,NA,0.491333333333333,7.00296296296296,62792.0666666667
"12",1990,12,17.7129032258064,5.98387096774194,11.3258064516129,17.5774193548387,4.61612903225806,10.7096774193548,-1.8,45.5225806451613,0.384225806451613,22.5806451612903,3.36,NA,1,NA,16.6387096774194,156.71935483871,1017.8064516129,36.3774193548387,53.5032258064516,NA,NA,NA,NA,0.473548387096774,7.41383512544803,62605.4516129032
"13",1991,1,18.7,7.56774193548387,12.5903225806452,18.7,6.38064516129032,12.2935483870968,0.745161290322581,50.3387096774194,0.537451612903226,9.67741935483871,2.28483870967742,NA,NA,NA,13.9258064516129,146.516129032258,1017.96129032258,42.4290322580645,45.7935483870968,NA,NA,NA,NA,0.48741935483871,7.51785842293907,63863.3870967742
